Measure:volume,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus-Proper,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus-Proper,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,Left-WM-hypointensities,Right-WM-hypointensities,non-WM-hypointensities,Left-non-WM-hypointensities,Right-non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,BrainSegVol,BrainSegVolNotVent,BrainSegVolNotVentSurf,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,SupraTentorialVolNotVentVox,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol
pilot_08,24326.9,702.4,13432.4,61556.0,7746.0,1647.2,2599.0,1393.4,2575.8,2169.1,22910.4,3511.5,1489.5,1720.2,255.3,4678.7,14.1,839.2,20910.2,736.5,12656.0,61191.8,7993.7,2268.7,2145.6,1355.6,3936.9,1368.1,386.3,4385.9,1.1,990.3,0.0,1935.1,0.0,0.0,0.0,0.0,0.0,301.4,840.7,405.3,401.3,375.7,786.4,1150727.0,1096058.0,1095758.6355,218732.62934,219126.562644,437859.191983,231939.527665,227828.915849,459768.443514,48888.0,611232.191983,996758.635497,948432.635497,946587.0,1810802.0,0.668083,1.051306,44.0,33.0,77.0,1722430.74598
